Weight,Size,Class
70.15290439564922,2.5651711117942972,apple
61.5570075342997,4.468138180950332,orange
67.44543584823046,3.7693442903515377,orange
65.5148041053464,7.840769360410791,orange
63.71642286698767,8.216228670946194,orange
71.51467011985812,12.135399932765399,apple
71.271833654658,8.271690489153368,apple
66.68748596699518,3.463918923355421,orange
71.99260885437374,2.6130695186312463,apple
65.44877110220679,10.360763127396694,orange
65.3989895767661,1.1248688515806844,orange
64.97765762345844,-2.1185289730750423,orange
72.18030109828484,-2.4311748154280526,apple
72.351614675876,5.379276318430355,apple
63.71707565500528,3.3268772665663224,orange
64.75741272433906,1.7541286255773936,orange
61.56326617309651,0.6633352986599501,orange
72.22450075866287,4.871165880650777,apple
66.51244809645858,5.20420618391557,orange
66.0441244781187,2.4388394448927815,orange
74.14019352278635,4.1076108758328465,apple
67.46901780281884,7.5097712570694055,apple
76.43093156443736,4.200139130816277,apple
71.69304952614162,0.5139422865044425,apple
73.28689087657045,10.743422137495042,apple
62.10926530121216,0.6933280012222367,orange
65.76146353412658,1.9354783908694202,orange
74.99346278347547,0.852841016295848,apple
71.53075503718362,3.0703953704763425,apple
67.35315738695043,3.1129078317455083,orange
64.83343474425075,4.131459337715024,orange
63.5032210848661,5.9871742823549186,orange
66.28196882000587,4.631469865154824,orange
63.07391952893644,10.314283081263277,orange
68.79632329646537,1.6253693914932477,orange
64.38680177177054,9.178143551400378,orange
69.26217267559161,6.423195344263327,orange
66.87542266795171,5.131277982822059,orange
73.66392455435833,1.4480315696175374,apple
65.84484667186082,6.7911063590996505,orange
62.32379350200278,5.343737888418345,orange
65.35272505803528,7.208277231778685,orange
65.01428097451411,0.8906582879351084,orange
69.38498473160108,5.138314835500349,apple
65.97745576882629,10.178369659140232,orange
67.6761543780434,5.3684684219984256,orange
62.279885272297975,4.63510401390164,orange
67.58964905383611,9.353500149374153,orange
66.41791253985345,4.318093185943721,orange
72.1342031984051,2.6345848012989213,apple
68.68199952868672,3.03905497037734,apple
73.57089201037782,6.355857785213922,apple
70.88225865876204,7.842581919696287,apple
65.83558861246854,3.822021003860117,orange
62.26448599203538,6.643223456996379,orange
69.99712679314638,7.497205011727616,apple
73.5487697228316,3.3033430842358733,apple
70.64715241201088,6.014039350599902,apple
67.36122009425267,9.421443242250216,orange
73.361488783945,5.688544571151411,apple
65.13532077767483,3.326293170726837,orange
64.60117504055016,9.72903873935341,orange
66.24620379754238,6.082597331335217,orange
70.28101895153831,1.7724219556996044,apple
67.02034347282932,7.464807972641861,orange
69.74129152808585,5.6280622065310775,apple
73.51887501889384,2.713420356113215,apple
74.9759382426703,10.967244999582864,apple
63.22780041382494,7.804556301314079,orange
68.32612176735798,6.732096001418132,apple
65.73634497048711,2.9288347111972284,orange
64.28165875620743,2.0774578177918808,orange
67.11500136941127,2.9953778069775217,orange
68.99867460569219,9.004760269845562,apple
65.57492350468797,3.0784704523377355,orange
68.30484454373779,2.0273871606541136,orange
70.44952334451024,9.740664259322097,apple
67.15843933745812,2.4778815922296586,orange
65.1879618559783,3.859750125031486,orange
69.77794068693056,1.081885756155545,apple
76.40970365941112,5.773281842768078,apple
69.87428214556256,9.548570774748931,apple
74.38253024126354,3.516446388446038,apple
74.55873189992442,6.767316101120234,apple
71.8877508879263,4.095304962778927,apple
72.87013272088507,10.42858683248878,apple
73.36642603417143,4.483323223140462,apple
63.86839196863394,5.011915383464575,orange
66.05331119317673,7.505432916900277,orange
72.6223582632152,-1.2069459047721818,apple
66.56396206163673,2.193465663120781,orange
73.09756566702086,4.071692377227553,apple
63.87390265307984,3.6527621008216835,orange
70.2591432707915,11.576861380248548,apple
63.2563807827239,7.515311506171851,orange
77.48043426981323,11.584147746091649,apple
78.47118772356554,7.854135296925031,apple
76.42852687096234,3.728878311989627,apple
65.34144193313783,3.4651702440115715,orange
67.61229947635316,7.112135473527769,apple
67.49650425067537,7.192148407530802,orange
66.87513840556633,6.62236746595461,orange
73.97051714476507,4.11598517951191,apple
67.95571359612477,6.247916632529094,apple
63.283181457655616,7.7249033164979455,orange
67.88687053647742,2.4146926181390707,orange
73.18933194379925,0.6432446099452269,apple
67.57432153359213,4.443880766742324,orange
72.72661165304544,6.505718400066183,apple
66.1463120885823,5.0829123875623985,orange
74.65230245597037,8.264513477960808,apple
66.48265236592825,4.186632579161813,orange
63.65454536003948,1.9120612093837832,orange
77.54425697768419,7.285671629412275,apple
66.67065794587492,4.582506818609181,orange
70.06626752360441,1.6828928665946217,apple
64.36775909884543,-0.32279066354660113,orange
75.48995347096123,6.67638855068448,apple
72.80429263985451,14.241127627280777,apple
64.8505567761087,5.161728465991814,orange
63.199440915664574,3.6241504877712902,orange
64.23266283611628,4.896600816592955,orange
69.11604077281648,6.644005556654259,apple
65.60222561808153,11.096489099622406,orange
70.87960743909204,6.380666577727436,apple
71.4100014425091,3.838169310084197,apple
68.36160077324607,6.388157035094719,apple
65.20010376416978,4.575910465710147,orange
66.40910190418478,11.418973853129987,orange
75.13499541661001,11.07559367916462,apple
65.50594372639803,3.1095095980155874,orange
67.42597801468283,5.992379469406596,orange
68.15566536817813,-4.461136278171189,apple
67.57131507850308,4.654387263556777,orange
74.48423129820051,7.2849397742503585,apple
71.4162750018677,2.065722629568943,apple
65.22203974881506,3.7183252984803463,orange
62.42390239800162,3.5517490780467513,orange
68.42698573701925,5.175140351900711,orange
64.28506884401273,1.0928318296691621,orange
74.15025641709707,10.737146789188756,apple
65.01762445093726,6.099325734864184,orange
68.58496264429922,11.642622130526945,apple
64.64977176685892,4.316852283550219,orange
65.59118672540797,2.4014450592655607,orange
71.34092975072939,0.9745423635020494,apple
65.50676007167571,-0.09167100901482161,orange
66.53436316708277,6.413119810104007,orange
73.95177314383577,9.110522199058256,apple
70.88671143085992,6.805328132622593,apple
72.68601855800644,7.846121170293395,apple
72.07158662853976,4.738243385416778,apple
65.93352536994288,6.344479846774234,orange
65.46050881096106,2.7457446250582516,orange
63.94299662067362,7.446377957405313,orange
65.04712385226995,6.984797626596926,orange
72.3571657597096,1.6390335040997694,apple
73.98294357755444,7.2107508185150415,apple
74.47026400959369,10.512233786951612,apple
71.08209431791363,8.445202336549972,apple
74.84157059113257,7.085060658422995,apple
67.461274146254,7.489953345356313,orange
70.1196303199762,10.686692861410407,apple
66.67613847767338,5.206549604153036,orange
64.22547946090282,0.25583707970751224,orange
70.45188177183542,6.591220087869982,apple
67.27286749919543,0.9789017080183888,orange
68.24306821449291,9.341299240485391,apple
68.5513550125921,4.590757253831647,orange
66.69612950789066,3.4210153806976322,orange
65.6801056220877,3.7500230577292575,orange
63.482846186264865,9.21516719584295,orange
68.88130933655859,8.94050307688926,apple
67.50816815435196,0.5997146040673127,orange
70.08868404298603,9.899204032720368,orange
71.42735199409816,8.956860336747418,apple
74.8224056838399,-0.4013400563665819,apple
75.09837613007853,7.572212371966474,apple
73.2461588463759,2.6114579807262204,apple
64.86505539070129,2.1865706092961883,orange
70.1505521718572,0.9207803943974842,apple
75.58596698365831,3.658026942155946,apple
74.88050232152975,8.850045064255934,apple
69.28159642696993,6.868104760427579,apple
64.53215246881085,4.866447826851263,orange
72.17940456853194,6.294838628233923,apple
67.31451620039682,2.722574916538467,orange
66.89748412499304,4.648083535543676,orange
71.03144729955072,6.042727518811235,apple
71.12378882799707,10.048300781931243,apple
74.24071352920471,13.709960524666663,apple
67.10911827604096,4.607171974786939,orange
65.801926931175,-0.3233828150181859,orange
68.72294515355239,7.926339489956231,apple
63.660885621707656,3.378465120342268,orange
67.06970876416192,3.2874534249427536,orange
69.47045649720224,7.444260611896167,orange
69.4990221586179,3.6630864877733247,apple
71.77771102573284,5.945540950624617,apple
65.3622691212867,9.426424005857967,orange
67.46057769014895,4.301753985400254,orange
64.08596148781035,7.807456000604608,orange
75.20195240877591,8.565545295654317,apple
73.63790638702918,9.136216947315804,apple
70.22348223915462,5.1216921395794355,apple
65.1671922008503,1.1593112801623668,orange
74.18520271862847,4.889034117136705,apple
68.81058349952312,6.155050405326045,orange
67.58728751348991,6.692478152315777,orange
64.56202688196555,-2.1543827265844158,orange
64.0488834342719,8.8317752643818,orange
72.46281803056262,3.3562047511627857,apple
67.85526291291376,5.338646605040768,orange
67.6234780982521,3.7495383745472166,orange
72.75512291761079,2.5423060076249264,apple
67.32232322515334,5.05353770070345,orange
66.94129364453238,7.3842206506274835,orange
63.26126837625076,1.9948403469673042,orange
74.31990646536559,4.960728294397722,apple
63.04002228893091,3.822367564406201,orange
76.07397383594343,5.131623847803791,apple
73.96849860319197,9.152353264880343,apple
65.29003409456728,0.9503864329396117,orange
66.80636614049872,3.8272022602109654,orange
63.20281855678848,4.714101562823101,orange
65.68339698885104,2.0173053461161423,orange
67.19044276449895,3.408681900955123,orange
66.87091677309732,0.07284848479202033,orange
70.39759413402709,8.73076289113235,apple
65.20277031734646,4.387317688104906,orange
70.07452096130969,10.187698356142981,apple
75.23715007161576,9.234316517285912,apple
71.09221786439903,9.014193242949702,apple
66.58150455043567,2.0526975860853782,orange
73.40812182131573,9.87170611222065,apple
73.98724716830192,0.7931338396359111,apple
73.74482171971992,4.067042126040823,apple
67.67333890185805,4.896858280268221,orange
64.34706008803057,6.638011527586415,orange
67.20363939886879,4.276493218254937,orange
65.15711767494767,7.171547017117705,orange
72.94550501655867,4.782895020445203,apple
71.72631018107157,-0.2780536588731417,apple
68.09411465838107,5.063600337212692,orange
75.64204823474225,1.1615108616720011,apple
66.74032567634374,9.138636934250357,orange
66.5161249135583,2.7879248115324717,orange
76.2203553720819,2.261156989426881,apple
65.66864249927568,6.036812553849281,orange
68.36471343493236,2.2239932407751226,apple
69.09688019857386,8.802484887622194,apple
65.47033193909483,4.221712711758866,orange
66.96754604440939,0.154552252272242,orange
67.6723383855684,1.5827448511120532,orange
65.03374249776088,5.361429014410956,orange
68.71949464017753,4.065129361042127,orange
67.37149137784888,5.365423948662599,orange
64.96387779707348,7.457556463493265,orange
64.89342145652299,2.1024972351672515,orange
71.4033208135934,5.694100924473307,apple
74.0541998596802,4.279982821833189,apple
62.8226358553999,2.083197962029121,orange
66.45154510349568,-0.5808034788568612,orange
65.99815553945437,8.407986214099527,orange
72.87347139263265,9.7438127335533,apple
64.80083498471438,1.4545169469778387,orange
66.58277599334912,2.5856912477209755,orange
66.3509473795371,4.272679764947389,orange
71.97643907410891,9.401118818102445,apple
74.05363086792629,4.289127165939928,apple
63.91697924443663,7.975985554053286,orange
71.43087996333219,12.736272012598523,apple
72.12881182216786,3.1920964539672507,apple
73.91187603582905,4.854221897671792,apple
72.17324844574057,3.8660394236206925,apple
73.27657683335242,-0.12153468731087269,apple
70.05026627503513,3.2174327971840677,apple
71.8524811111962,5.028049139493395,apple
70.39279221546388,3.6596768864135436,orange
65.10999881509646,-0.09527595134817712,orange
66.77893622390741,9.421286055657015,orange
71.90702694389019,4.855185668262604,apple
72.92260272766435,5.216066712996884,apple
72.1234499909234,14.581920586915103,apple
71.40761020945412,6.579312441344772,apple
73.70582660396673,1.9746634829836296,apple
66.51751778424897,3.685385652118211,orange
74.46792766792608,7.358643669317992,apple
66.85018413900303,8.107498041902105,orange
66.93813941636763,7.809490782463789,orange
64.27518081024344,5.765474956372261,orange
72.12316289258025,7.633702258767341,apple
65.76373748173089,0.19691718107672163,orange
66.04932896776623,7.0048590419235595,orange
70.64896016842258,5.518472796573001,apple
73.90086251186241,6.086987783728276,apple
67.28888712305886,4.8007568784256955,orange
62.54301291141524,7.637009110474297,orange
62.89254594722473,5.504237119617291,orange
64.82086893218882,1.104649476389434,orange
71.60790841329857,8.313154090423572,apple
63.72804835938043,4.759859573094512,orange
76.0045437420351,4.4063283808211615,apple
72.54638692559692,9.63662165950339,apple
66.26409962488772,3.089174809526,orange
66.08945940841592,7.615022389398467,orange
72.04441496294199,9.79027003038383,apple
74.64439435534533,3.4892594070307803,apple
66.8111703751913,2.764197119731005,orange
67.82266900856952,5.345548159423953,orange
70.4373660217677,10.277698163002455,apple
